['G51', 'G48', 'G33', 'G21', 'G19', 'G14', 'G73', 'G66'];;X;Y;X1;Y1
V30;;744591,916;6944851,058;744591,909;6944851,045
V31;;744387,3582;6944783,016;744387,361;6944782,996
V32;;744500,9968;6944802,755;744500,9932;6944802,758
V33;;744566,631;6944688,743;744566,6149;6944688,784
V34;;744477,359;6944739,315;744477,1801;6944739,488
['G49', 'G34', 'G31', 'G24', 'G20', 'G14', 'G76', 'G63'];;;;;
V1;;744489,7051;6944624,918;744489,6758;6944624,956
V2;;744358,7827;6944595,2;744358,736;6944595,225
V3;;744292,6956;6944529,69;744292,6446;6944529,697
V4;;744379,7476;6944471,734;744379,6964;6944471,762
V5;;744375,6493;6944361,049;744375,6141;6944361,106
V6;;744365,5269;6944281,73;744365,4823;6944281,783
V7;;744506,2727;6944317,478;744506,248;6944317,532
V8;;744640,5011;6944241,533;744640,5095;6944241,599
V9;;744709,4148;6944282,432;744709,4169;6944282,495
V10;;744648,448;6944171,169;744648,4497;6944171,232
V11;;744775,9855;6944099,926;744776,0061;6944099,946
V12;;744851,9397;6943999,335;744851,9517;6943999,337
V13;;744958,5733;6944107,768;744958,6138;6944107,754
V14;;744983,8504;6944177,191;744983,8694;6944177,169
V15;;744873,2066;6944252,741;744873,2112;6944252,756
V16;;744961,3702;6944365,32;744961,3927;6944365,329
V17;;744895,9067;6944433,291;744895,9053;6944433,308
V18;;745027,9607;6944505,263;745027,9742;6944505,255
V19;;744947,5365;6944568,036;744947,5341;6944568,059
V20;;744909,3743;6944668,244;744909,3748;6944668,278
V21;;744850,3761;6944703,99;744850,3571;6944704,026
V22;;744801,284;6944637,607;744801,2928;6944637,669
V23;;744715,8042;6944606,095;744715,8142;6944606,16
V24;;744710,6682;6944516,864;744710,6729;6944516,927
V25;;744799,7185;6944440,584;744799,7232;6944440,624
V26;;744659,6441;6944369,937;744659,6545;6944369,991
V27;;744601,8007;6944461,982;744603,0966;6944461,605
V28;;744704,4893;6944714,312;744704,4781;6944714,369
V29;;744692,8814;6944781,451;744692,875;6944781,506
V30;;744591,93;6944851,053;744591,909;6944851,045
V31;;744387,3742;6944783,017;744387,361;6944782,996
V32;;744501,0091;6944802,756;744500,9932;6944802,758
V33;;744566,6388;6944688,744;744566,6149;6944688,784
V34;;744477,3701;6944739,317;744477,1801;6944739,488
['G52', 'G47', 'G30', 'G26', 'G17', 'G79', 'G76', 'G65'];;;;;
V1;;744489,6977;6944624,929;744489,6758;6944624,956
V2;;744358,7729;6944595,21;744358,736;6944595,225
V3;;744292,6843;6944529,7;744292,6446;6944529,697
V4;;744379,7378;6944471,741;744379,6964;6944471,762
V5;;744375,6392;6944361,053;744375,6141;6944361,106
V6;;744365,5163;6944281,732;744365,4823;6944281,783
V7;;744506,2648;6944317,479;744506,248;6944317,532
V8;;744640,4943;6944241,536;744640,5095;6944241,599
V9;;744709,4095;6944282,436;744709,4169;6944282,495
V10;;744648,441;6944171,171;744648,4497;6944171,232
V11;;744775,9806;6944099,925;744776,0061;6944099,946
V12;;744851,9359;6943999,331;744851,9517;6943999,337
V13;;744958,5718;6944107,767;744958,6138;6944107,754
V14;;744983,8497;6944177,191;744983,8694;6944177,169
V15;;744873,2043;6944252,742;744873,2112;6944252,756
V16;;744961,3699;6944365,324;744961,3927;6944365,329
V17;;744895,9056;6944433,296;744895,9053;6944433,308
V18;;745027,9624;6944505,269;745027,9742;6944505,255
V19;;744947,5368;6944568,045;744947,5341;6944568,059
V20;;744909,3744;6944668,255;744909,3748;6944668,278
V21;;744850,3754;6944704,001;744850,3571;6944704,026
V22;;744801,2821;6944637,617;744801,2928;6944637,669
V23;;744715,8007;6944606,105;744715,8142;6944606,16
V24;;744710,6641;6944516,873;744710,6729;6944516,927
V25;;744799,7155;6944440,59;744799,7232;6944440,624
V26;;744659,6384;6944369,942;744659,6545;6944369,991
V27;;744601,7945;6944461,989;744603,0966;6944461,605
V28;;744704,4862;6944714,324;744704,4781;6944714,369
V29;;744692,8785;6944781,464;744692,875;6944781,506
V30;;744591,9263;6944851,065;744591,909;6944851,045
V31;;744387,3667;6944783,028;744387,361;6944782,996
V32;;744501,0029;6944802,77;744500,9932;6944802,758
V33;;744566,6331;6944688,756;744566,6149;6944688,784
V34;;744477,3632;6944739,33;744477,1801;6944739,488
['G50', 'G45', 'G32', 'G22', 'G18', 'G80', 'G75', 'G63'];;;;;
V1;;744489,6817;6944624,923;744489,6758;6944624,956
V2;;744358,7566;6944595,205;744358,736;6944595,225
V3;;744292,6678;6944529,694;744292,6446;6944529,697
V4;;744379,7222;6944471,736;744379,6964;6944471,762
V5;;744375,6245;6944361,05;744375,6141;6944361,106
V6;;744365,5023;6944281,73;744365,4823;6944281,783
V7;;744506,2516;6944317,477;744506,248;6944317,532
V8;;744640,4796;6944241,528;744640,5095;6944241,599
V9;;744709,395;6944282,428;744709,4169;6944282,495
V10;;744648,4264;6944171,162;744648,4497;6944171,232
V11;;744775,967;6944099,917;744776,0061;6944099,946
V12;;744851,9238;6943999,325;744851,9517;6943999,337
V13;;744958,5594;6944107,759;744958,6138;6944107,754
V14;;744983,8374;6944177,183;744983,8694;6944177,169
V15;;744873,1914;6944252,735;744873,2112;6944252,756
V16;;744961,3572;6944365,317;744961,3927;6944365,329
V17;;744895,8923;6944433,289;744895,9053;6944433,308
V18;;745027,95;6944505,262;745027,9742;6944505,255
V19;;744947,5232;6944568,037;744947,5341;6944568,059
V20;;744909,3602;6944668,247;744909,3748;6944668,278
V21;;744850,3612;6944703,994;744850,3571;6944704,026
V22;;744801,2676;6944637,61;744801,2928;6944637,669
V23;;744715,786;6944606,098;744715,8142;6944606,16
V24;;744710,6494;6944516,865;744710,6729;6944516,927
V25;;744799,7012;6944440,582;744799,7232;6944440,624
V26;;744659,6236;6944369,934;744659,6545;6944369,991
V27;;744601,7797;6944461,982;744603,0966;6944461,605
V28;;744704,4714;6944714,318;744704,4781;6944714,369
V29;;744692,8637;6944781,458;744692,875;6944781,506
V30;;744591,9127;6944851,064;744591,909;6944851,045
V31;;744387,3525;6944783,028;744387,361;6944782,996
V32;;744500,987;6944802,765;744500,9932;6944802,758
V33;;744566,6176;6944688,75;744566,6149;6944688,784
V34;;744477,3475;6944739,325;744477,1801;6944739,488
['G52', 'G45', 'G33', 'G23', 'G20', 'G14', 'G73', 'G66'];;;;;
V1;;744489,6629;6944624,945;744489,6758;6944624,956
V2;;744358,7314;6944595,225;744358,736;6944595,225
V3;;744292,6399;6944529,711;744292,6446;6944529,697
V4;;744379,6998;6944471,751;744379,6964;6944471,762
V5;;744375,604;6944361,061;744375,6141;6944361,106
V6;;744365,4825;6944281,738;744365,4823;6944281,783
V7;;744506,239;6944317,489;744506,248;6944317,532
V8;;744640,4729;6944241,532;744640,5095;6944241,599
V9;;744709,3915;6944282,435;744709,4169;6944282,495
V10;;744648,4209;6944171,163;744648,4497;6944171,232
V11;;744775,9693;6944099,915;744776,0061;6944099,946
V12;;744851,932;6943999,321;744851,9517;6943999,337
V13;;744958,5714;6944107,76;744958,6138;6944107,754
V14;;744983,8501;6944177,188;744983,8694;6944177,169
V15;;744873,1974;6944252,743;744873,2112;6944252,756
V16;;744961,3665;6944365,331;744961,3927;6944365,329
V17;;744895,8971;6944433,306;744895,9053;6944433,308
V18;;745027,9613;6944505,285;745027,9742;6944505,255
V19;;744947,5289;6944568,06;744947,5341;6944568,059
V20;;744909,3626;6944668,275;744909,3748;6944668,278
V21;;744850,3603;6944704,023;744850,3571;6944704,026
V22;;744801,2647;6944637,635;744801,2928;6944637,669
V23;;744715,7793;6944606,121;744715,8142;6944606,16
V24;;744710,6434;6944516,884;744710,6729;6944516,927
V25;;744799,7006;6944440,598;744799,7232;6944440,624
V26;;744659,6166;6944369,945;744659,6545;6944369,991
V27;;744601,7688;6944461,998;744603,0966;6944461,605
V28;;744704,4629;6944714,347;744704,4781;6944714,369
V29;;744692,854;6944781,491;744692,875;6944781,506
V30;;744591,8984;6944851,103;744591,909;6944851,045
V31;;744387,3284;6944783,063;744387,361;6944782,996
V32;;744500,9669;6944802,797;744500,9932;6944802,758
V33;;744566,6022;6944688,776;744566,6149;6944688,784
V34;;744477,327;6944739,354;744477,1801;6944739,488
['G52', 'G48', 'G33', 'G24', 'G20', 'G15', 'G73', 'G65'];;;;;
V1;;744489,6903;6944624,919;744489,6758;6944624,956
V2;;744358,7673;6944595,199;744358,736;6944595,225
V3;;744292,6806;6944529,688;744292,6446;6944529,697
V4;;744379,7352;6944471,733;744379,6964;6944471,762
V5;;744375,6399;6944361,048;744375,6141;6944361,106
V6;;744365,5194;6944281,729;744365,4823;6944281,783
V7;;744506,2664;6944317,479;744506,248;6944317,532
V8;;744640,4939;6944241,532;744640,5095;6944241,599
V9;;744709,4077;6944282,433;744709,4169;6944282,495
V10;;744648,442;6944171,167;744648,4497;6944171,232
V11;;744775,9826;6944099,925;744776,0061;6944099,946
V12;;744851,9406;6943999,336;744851,9517;6943999,337
V13;;744958,5727;6944107,771;744958,6138;6944107,754
V14;;744983,8491;6944177,195;744983,8694;6944177,169
V15;;744873,2029;6944252,744;744873,2112;6944252,756
V16;;744961,3654;6944365,326;744961,3927;6944365,329
V17;;744895,8999;6944433,296;744895,9053;6944433,308
V18;;745027,9547;6944505,271;745027,9742;6944505,255
V19;;744947,5274;6944568,043;744947,5341;6944568,059
V20;;744909,3629;6944668,251;744909,3748;6944668,278
V21;;744850,3639;6944703,996;744850,3571;6944704,026
V22;;744801,2722;6944637,612;744801,2928;6944637,669
V23;;744715,7923;6944606,099;744715,8142;6944606,16
V24;;744710,6575;6944516,867;744710,6729;6944516,927
V25;;744799,7098;6944440,587;744799,7232;6944440,624
V26;;744659,6353;6944369,937;744659,6545;6944369,991
V27;;744601,7902;6944461,983;744603,0966;6944461,605
V28;;744704,4757;6944714,317;744704,4781;6944714,369
V29;;744692,8669;6944781,457;744692,875;6944781,506
V30;;744591,9159;6944851,061;744591,909;6944851,045
V31;;744387,3595;6944783,022;744387,361;6944782,996
V32;;744500,992;6944802,76;744500,9932;6944802,758
V33;;744566,624;6944688,747;744566,6149;6944688,784
V34;;744477,354;6944739,32;744477,1801;6944739,488
['G52', 'G45', 'G30', 'G22', 'G19', 'G14', 'G76', 'G63'];;;;;
V1;;744489,6842;6944624,929;744489,6758;6944624,956
V2;;744358,7575;6944595,209;744358,736;6944595,225
V3;;744292,6684;6944529,698;744292,6446;6944529,697
V4;;744379,7238;6944471,74;744379,6964;6944471,762
V5;;744375,6262;6944361,052;744375,6141;6944361,106
V6;;744365,5039;6944281,73;744365,4823;6944281,783
V7;;744506,2545;6944317,479;744506,248;6944317,532
V8;;744640,4865;6944241,531;744640,5095;6944241,599
V9;;744709,4025;6944282,432;744709,4169;6944282,495
V10;;744648,4339;6944171,164;744648,4497;6944171,232
V11;;744775,9762;6944099,919;744776,0061;6944099,946
V12;;744851,9338;6943999,326;744851,9517;6943999,337
V13;;744958,5704;6944107,763;744958,6138;6944107,754
V14;;744983,8482;6944177,188;744983,8694;6944177,169
V15;;744873,2004;6944252,74;744873,2112;6944252,756
V16;;744961,3665;6944365,324;744961,3927;6944365,329
V17;;744895,9005;6944433,296;744895,9053;6944433,308
V18;;745027,959;6944505,271;745027,9742;6944505,255
V19;;744947,5314;6944568,046;744947,5341;6944568,059
V20;;744909,3675;6944668,258;744909,3748;6944668,278
V21;;744850,3673;6944704,004;744850,3571;6944704,026
V22;;744801,2737;6944637,619;744801,2928;6944637,669
V23;;744715,7912;6944606,106;744715,8142;6944606,16
V24;;744710,6552;6944516,872;744710,6729;6944516,927
V25;;744799,7087;6944440,589;744799,7232;6944440,624
V26;;744659,6299;6944369,939;744659,6545;6944369,991
V27;;744601,7843;6944461,987;744603,0966;6944461,605
V28;;744704,4756;6944714,326;744704,4781;6944714,369
V29;;744692,8672;6944781,468;744692,875;6944781,506
V30;;744591,913;6944851,073;744591,909;6944851,045
V31;;744387,3506;6944783,035;744387,361;6944782,996
V32;;744500,9881;6944802,773;744500,9932;6944802,758
V33;;744566,6204;6944688,757;744566,6149;6944688,784
V34;;744477,3486;6944739,332;744477,1801;6944739,488
['G52', 'G45', 'G31', 'G22', 'G16', 'G77', 'G74', 'G67'];;;;;
V1;;744489,6677;6944624,943;744489,6758;6944624,956
V2;;744358,7384;6944595,222;744358,736;6944595,225
V3;;744292,6479;6944529,709;744292,6446;6944529,697
V4;;744379,7056;6944471,75;744379,6964;6944471,762
V5;;744375,6087;6944361,06;744375,6141;6944361,106
V6;;744365,4867;6944281,737;744365,4823;6944281,783
V7;;744506,2405;6944317,487;744506,248;6944317,532
V8;;744640,4734;6944241,536;744640,5095;6944241,599
V9;;744709,3909;6944282,438;744709,4169;6944282,495
V10;;744648,421;6944171,168;744648,4497;6944171,232
V11;;744775,9664;6944099,921;744776,0061;6944099,946
V12;;744851,9266;6943999,326;744851,9517;6943999,337
V13;;744958,5649;6944107,765;744958,6138;6944107,754
V14;;744983,8433;6944177,191;744983,8694;6944177,169
V15;;744873,193;6944252,745;744873,2112;6944252,756
V16;;744961,361;6944365,331;744961,3927;6944365,329
V17;;744895,8933;6944433,305;744895,9053;6944433,308
V18;;745027,955;6944505,282;745027,9742;6944505,255
V19;;744947,5249;6944568,058;744947,5341;6944568,059
V20;;744909,3599;6944668,272;744909,3748;6944668,278
V21;;744850,3587;6944704,019;744850,3571;6944704,026
V22;;744801,2639;6944637,632;744801,2928;6944637,669
V23;;744715,7797;6944606,119;744715,8142;6944606,16
V24;;744710,6436;6944516,883;744710,6729;6944516,927
V25;;744799,699;6944440,598;744799,7232;6944440,624
V26;;744659,6172;6944369,947;744659,6545;6944369,991
V27;;744601,7707;6944461,997;744603,0966;6944461,605
V28;;744704,464;6944714,342;744704,4781;6944714,369
V29;;744692,8554;6944781,485;744692,875;6944781,506
V30;;744591,9006;6944851,092;744591,909;6944851,045
V31;;744387,334;6944783,053;744387,361;6944782,996
V32;;744500,9721;6944802,791;744500,9932;6944802,758
V33;;744566,6057;6944688,772;744566,6149;6944688,784
V34;;744477,3322;6944739,348;744477,1801;6944739,488
['G49', 'G56', 'G32', 'G26', 'G18', 'G14', 'G75', 'G66'];;;;;
V1;;744489,6875;6944624,928;744489,6758;6944624,956
V2;;744358,7637;6944595,208;744358,736;6944595,225
V3;;744292,6763;6944529,698;744292,6446;6944529,697
V4;;744379,7299;6944471,742;744379,6964;6944471,762
V5;;744375,6324;6944361,057;744375,6141;6944361,106
V6;;744365,5104;6944281,738;744365,4823;6944281,783
V7;;744506,2576;6944317,487;744506,248;6944317,532
V8;;744640,488;6944241,539;744640,5095;6944241,599
V9;;744709,4023;6944282,44;744709,4169;6944282,495
V10;;744648,4355;6944171,174;744648,4497;6944171,232
V11;;744775,9752;6944099,932;744776,0061;6944099,946
V12;;744851,931;6943999,342;744851,9517;6943999,337
V13;;744958,5651;6944107,776;744958,6138;6944107,754
V14;;744983,842;6944177,2;744983,8694;6944177,169
V15;;744873,1963;6944252,75;744873,2112;6944252,756
V16;;744961,3601;6944365,331;744961,3927;6944365,329
V17;;744895,8954;6944433,301;744895,9053;6944433,308
V18;;745027,9505;6944505,276;745027,9742;6944505,255
V19;;744947,5248;6944568,048;744947,5341;6944568,059
V20;;744909,3614;6944668,257;744909,3748;6944668,278
V21;;744850,3623;6944704,002;744850,3571;6944704,026
V22;;744801,2701;6944637,619;744801,2928;6944637,669
V23;;744715,7895;6944606,106;744715,8142;6944606,16
V24;;744710,654;6944516,874;744710,6729;6944516,927
V25;;744799,7059;6944440,593;744799,7232;6944440,624
V26;;744659,6304;6944369,945;744659,6545;6944369,991
V27;;744601,7856;6944461,991;744603,0966;6944461,605
V28;;744704,4737;6944714,324;744704,4781;6944714,369
V29;;744692,8652;6944781,464;744692,875;6944781,506
V30;;744591,9122;6944851,069;744591,909;6944851,045
V31;;744387,3544;6944783,031;744387,361;6944782,996
V32;;744500,9904;6944802,768;744500,9932;6944802,758
V33;;744566,6217;6944688,755;744566,6149;6944688,784
V34;;744477,3516;6944739,328;744477,1801;6944739,488
['G53', 'G48', 'G30', 'G21', 'G19', 'G77', 'G73', 'G65'];;;;;
V1;;744489,6993;6944624,907;744489,6758;6944624,956
V2;;744358,7786;6944595,185;744358,736;6944595,225
V3;;744292,694;6944529,674;744292,6446;6944529,697
V4;;744379,7475;6944471,721;744379,6964;6944471,762
V5;;744375,653;6944361,038;744375,6141;6944361,106
V6;;744365,5333;6944281,72;744365,4823;6944281,783
V7;;744506,2773;6944317,472;744506,248;6944317,532
V8;;744640,5066;6944241,529;744640,5095;6944241,599
V9;;744709,4187;6944282,43;744709,4169;6944282,495
V10;;744648,4557;6944171,165;744648,4497;6944171,232
V11;;744775,995;6944099,927;744776,0061;6944099,946
V12;;744851,9522;6943999,34;744851,9517;6943999,337
V13;;744958,5816;6944107,775;744958,6138;6944107,754
V14;;744983,8564;6944177,199;744983,8694;6944177,169
V15;;744873,2108;6944252,744;744873,2112;6944252,756
V16;;744961,3703;6944365,326;744961,3927;6944365,329
V17;;744895,905;6944433,293;744895,9053;6944433,308
V18;;745027,9561;6944505,27;745027,9742;6944505,255
V19;;744947,5301;6944568,039;744947,5341;6944568,059
V20;;744909,3649;6944668,245;744909,3748;6944668,278
V21;;744850,3659;6944703,989;744850,3571;6944704,026
V22;;744801,2762;6944637,605;744801,2928;6944637,669
V23;;744715,7979;6944606,091;744715,8142;6944606,16
V24;;744710,6647;6944516,861;744710,6729;6944516,927
V25;;744799,7169;6944440,583;744799,7232;6944440,624
V26;;744659,6455;6944369,932;744659,6545;6944369,991
V27;;744601,7996;6944461,975;744603,0966;6944461,605
V28;;744704,4797;6944714,307;744704,4781;6944714,369
V29;;744692,8697;6944781,445;744692,875;6944781,506
V30;;744591,9172;6944851,046;744591,909;6944851,045
V31;;744387,3647;6944783,005;744387,361;6944782,996
V32;;744500,9977;6944802,744;744500,9932;6944802,758
V33;;744566,6306;6944688,735;744566,6149;6944688,784
V34;;744477,3609;6944739,305;744477,1801;6944739,488
['G49', 'G48', 'G33', 'G22', 'G19', 'G79', 'G73', 'G65'];;;;;
V1;;744489,6877;6944624,913;744489,6758;6944624,956
V2;;744358,7657;6944595,192;744358,736;6944595,225
V3;;744292,6799;6944529,681;744292,6446;6944529,697
V4;;744379,7348;6944471,728;744379,6964;6944471,762
V5;;744375,641;6944361,045;744375,6141;6944361,106
V6;;744365,5216;6944281,726;744365,4823;6944281,783
V7;;744506,2677;6944317,477;744506,248;6944317,532
V8;;744640,4943;6944241,529;744640,5095;6944241,599
V9;;744709,4074;6944282,43;744709,4169;6944282,495
V10;;744648,443;6944171,165;744648,4497;6944171,232
V11;;744775,9838;6944099,925;744776,0061;6944099,946
V12;;744851,9429;6943999,338;744851,9517;6943999,337
V13;;744958,5732;6944107,772;744958,6138;6944107,754
V14;;744983,8488;6944177,196;744983,8694;6944177,169
V15;;744873,2024;6944252,744;744873,2112;6944252,756
V16;;744961,3634;6944365,326;744961,3927;6944365,329
V17;;744895,8974;6944433,294;744895,9053;6944433,308
V18;;745027,951;6944505,271;745027,9742;6944505,255
V19;;744947,5232;6944568,041;744947,5341;6944568,059
V20;;744909,3578;6944668,248;744909,3748;6944668,278
V21;;744850,3589;6944703,993;744850,3571;6944704,026
V22;;744801,2679;6944637,609;744801,2928;6944637,669
V23;;744715,7889;6944606,095;744715,8142;6944606,16
V24;;744710,6549;6944516,864;744710,6729;6944516,927
V25;;744799,7075;6944440,584;744799,7232;6944440,624
V26;;744659,6343;6944369,934;744659,6545;6944369,991
V27;;744601,7888;6944461,979;744603,0966;6944461,605
V28;;744704,4713;6944714,313;744704,4781;6944714,369
V29;;744692,8619;6944781,452;744692,875;6944781,506
V30;;744591,9116;6944851,057;744591,909;6944851,045
V31;;744387,3569;6944783,017;744387,361;6944782,996
V32;;744500,9877;6944802,753;744500,9932;6944802,758
V33;;744566,6205;6944688,741;744566,6149;6944688,784
V34;;744477,3505;6944739,314;744477,1801;6944739,488
['G51', 'G56', 'G33', 'G24', 'G19', 'G80', 'G73', 'G63'];;;;;
V1;;744489,6969;6944624,915;744489,6758;6944624,956
V2;;744358,7764;6944595,195;744358,736;6944595,225
V3;;744292,6908;6944529,686;744292,6446;6944529,697
V4;;744379,7431;6944471,732;744379,6964;6944471,762
V5;;744375,6469;6944361,049;744375,6141;6944361,106
V6;;744365,526;6944281,731;744365,4823;6944281,783
V7;;744506,27;6944317,48;744506,248;6944317,532
V8;;744640,4963;6944241,536;744640,5095;6944241,599
V9;;744709,4088;6944282,435;744709,4169;6944282,495
V10;;744648,444;6944171,172;744648,4497;6944171,232
V11;;744775,9814;6944099,931;744776,0061;6944099,946
V12;;744851,9369;6943999,344;744851,9517;6943999,337
V13;;744958,5676;6944107,777;744958,6138;6944107,754
V14;;744983,8436;6944177,199;744983,8694;6944177,169
V15;;744873,1999;6944252,746;744873,2112;6944252,756
